,id,text,label,ind
4166,4166,"Kantor Pameran dipunsebut malih Museum (Hakubutsukan) nalika taun 1875, saha pengelolaan musiyum dipunalihaken dhumateng Kementerian Dalam Negeri. ","Kantor Pameran kembali disebut Museum (Hakubutsukan) pada tahun 1875, dan pengelolaan museum dialihkan ke Kementerian Dalam Negeri. ","Kantor pameran sekali lagi disebut museum (Hakubut Sports) pada tahun 1875, dan manajemen museum dipindahkan ke Kementerian Dalam Negeri."
4167,4167,Tiyang ingkang ngisi swara Starscream wonten ing versi Basa Inggris inggih punika Chris Latta. ,Pengisi suara Starscream dalam versi bahasa Inggris adalah Chris Latta. ,Aktor Voice Starscream dalam versi bahasa Inggris adalah Chris Latta.
4168,4168,"Ambane taman nasional iki kurang luwih 6.410 ha, 5.126,01 ha mèlu Jawa Tengah lan 1.283,99 ha mèlu Daerah Istimewa Yogyakarta. ","Sedangkan luas totalnya sekitar 6.410 ha, dengan 5.126,01 ha di wilayah Jawa Tengah dan 1.283,99 ha di Daerah Istimewa Yogyakarta. ","Total area adalah sekitar 6.410 hektar, dengan 5.126,01 ha di wilayah Jawa Tengah dan 1.283,99 ha di wilayah khusus Yogyakarta."
4169,4169,"Tim dadi profésional ing taun 1889, nanging balik dadi amatir manèh taun 1892. ","Klub berubah status menjadi profesional pada tahun 1889, tetapi kembali menjadi status amatir pada tahun 1892. ","Klub mengubah statusnya sebagai profesional pada tahun 1889, tetapi kembali ke status amatir pada tahun 1892."
4170,4170,"Miturut legenda Yahudi, Yokhebed dikuburkan ing ""Makam Matriarkh"", ing Tiberias. ","Menurut tradisi Yahudi, ia dikuburkan dalam Makam Matriarkh di Tiberias. ","Menurut tradisi Yahudi, ia dimakamkan di makam matriark di Tiberias."
4171,4171,"2009. |first1= kurang |last1= ing Authors list (pitulung) ""Manolo Blahnik: Shoe Designer (1942-)"". ","2009. Parameter |first1= tanpa |last1= di Authors list (bantuan) ^ a b c d e f g h (Inggris)""Manolo Blahnik: Shoe Designer (1942-)"". ","2009. Parameter | First1 = tanpa | Last1 = pada daftar penulis (bantuan) ^ A B C D E F G H (Bahasa Inggris) ""Manolo Blahnik: Desainer Sepatu (1942-)""."
4172,4172,"Awalé, Gim Olympiadé mung mlaku ing Yunani kuna nganti akhiré ing taun 393 M Gim Olympiadé kuna iki dimandekaké déning Kaisar Romawi, Theodosius. ","Awalnya, Olimpiade hanya berlangsung di Yunani kuno sampai akhirnya pada tahun 393 M Olimpiade kuno ini dihentikan oleh Kaisar Romawi, Theodosius. ","Awalnya, Olimpiade hanya terjadi di Yunani kuno sampai akhir 393 M Olimpiade kuno dihentikan oleh kaisar Romawi, Theodosius."
4173,4173,Klabet ugi dipun-ginakaken déning bangsa Eritrea lan Etiopia minangka bumbu masakan. ,Klabet juga digunakan oleh bangsa Eritrea dan Etiopia sebagai bumbu masakan. ,Clabets juga digunakan oleh Eritrea dan Etiopia sebagai rempah -rempah dalam memasak.
4174,4174,Manajemen tim lan pelatih kepala ingkang ngurui lan nangani tim Oklahoma City ugi kapendhet saking Seattle Sonics. ,Manajemen tim dan pelatih kepala yang mengurus dan menangani tim Oklahoma City juga diambil dari Seattle Sonics. ,Manajemen tim dan pelatih kepala yang mengelola dan menangani tim Kota Oklahoma juga diambil dari Seattle Sonics.
4175,4175,"Dayak Kayu Tangi (dumunung ing kawasan Riam Kanan sadèrèngipun dados waduk) Dayak Bangkalaan, ing désa Bangkalan Dayak. ","Dayak Kayu Tangi (mendiami kawasan Riam Kanan sebelum dijadikan waduk) Dayak Bangkalaan, di desa Bangkalan Dayak. ","Dayak Wood Tangi (tinggal di daerah Riam kanan sebelum digunakan sebagai reservoir) Dayak, di Kampung Bangkalan Dayak."
4176,4176,Jannah (Arab: جنّة‎) iku konsèp suwarga sajeroning ajaran agama Islam. ,Pengertian hukum di dalamnya mengacu kepada pengertian hukum agama Islam. ,Definisi hukum mengacu pada agama Islam.
4177,4177,"Saliyané iku puisi karya Hesiodos—Theogonia lan Erga kai Hemerainyritakake ngenani penciptaan donya, pergantian kekuasaan déwa, pergantian jaman manungsa, asal mula kesengsaraan manungsa, lan asal mula ritual kurban. ","Sementara, dua puisi karya Hesiodos—Theogonia dan Erga kai Hemerai—menceritakan mengenai penciptaan dunia, pergantian kekuasaan dewa, pergantian zaman manusia, asal mula kesengsaraan manusia, dan asal mula ritual kurban. ","Sementara itu, dua puisi oleh Hesiodos - Theogonia dan Erga Kai Hhemerai - menceritakan tentang penciptaan dunia, perubahan kuasa Allah, perubahan usia manusia, asal mula kesengsaraan manusia, dan asal mula ritual korban."
4178,4178,"Kuil-kuil ing Khajuraho dipunyasa ing rentang wekdal 200 taun, saking taun 950 dumugi 1150. ","Kuil-kuil di Khajuraho dibangun dalam rentang waktu 200 tahun, dari tahun 950 hingga 1150. ","Kuil -kuil di Khajuraho dibangun dalam 200 tahun, dari 950 hingga 1150."
4179,4179,"""Beginner"" lan ""Heavy Rotation"" katurut-turut manggoni peringkat pertama lan kapindho sajeroning pratélan singel paling laris ing Jepang ing taun 2010, sementara ""Everyday, Kachūsha"", ""Sakura no Ki ni Narō"", lan ""Flying Get"" suwéné iki mimpin sajeroning ranking taun 2011. ","""Beginner"" dan ""Heavy Rotation"" berturut-turut menduduki peringkat pertama dan kedua dalam daftar singel paling laris di Jepang pada tahun 2010, sementara ""Everyday, Kachūsha"", ""Sakura no Ki ni Narō"", dan ""Flying Get"" sejauh ini memimpin dalam ranking tahun 2011. ","""Pemula"" dan ""Rotasi Berat"" masing-masing, mereka adalah yang pertama dan kedua dalam daftar single terlaris di Jepang pada 2010, sementara ""Everyday, Kachūsha"", ""Sakura no Ki ni naro"", dan ""Flying Get"" di Peringkat 2011."
4180,4180,Turnamen diputusaké liwat grup final sing dipersaingkan patang tim. ,Juara pada tahun tersebut ditentukan oleh pemimpin klasemen grup saat babak grup berakhir. ,Juara tahun ini ditentukan oleh para pemimpin kelompok ketika babak penyisihan grup berakhir.
4181,4181,"Maskapé iki duwé perjanjian pertukaran kodhe karo FlyNordic nalika rute Oslo-Stockholm, kanti Rossiya nalika rute Oslo-St. ","Maskapai ini memiliki perjanjian pertukaran kode dengan FlyNordic pada rute Oslo-Stockholm, dengan Rossiya pada rute Oslo-St. ","Maskapai ini memiliki perjanjian pertukaran kode dengan Flynordic di rute Oslo-Stockholm, dengan Rossiya di rute Oslo-St."
4182,4182,Google Sites digawé kanggé pengganthi Google Page Creator. ,Google Sites disiapkan sebagai pengganti dari Google Page Creator. ,Situs web Google disediakan sebagai pengganti pencipta halaman Google.
4183,4183,Piyambakipun angsal bebungah sareng kaliyan José de Echegaray. ,Ia menerima penghargaan itu bersama José de Echegaray. ,Dia menerima penghargaan dengan José de Echegaray.
4184,4184,Ana ing Jōgū Shōtoku Hōō Teisetsu (biografi Pangeran Shōtoku) ditulis yèn dhèwèké duwé anak kang dijenengi Pangeran Yamashiro. ,Dalam Jōgū Shōtoku Hōō Teisetsu (biografi Pangeran Shōtoku) ditulis bahwa ia memiliki seorang putra bernama Pangeran Yamashiro. ,Dalam jōgū shōtoku hōō teisetsu (biografi pangeran shōtoku) dia ditulis bahwa dia memiliki seorang putra bernama Pangeran Yamashiro.
4185,4185,"Saliyané filem iku Ruhut Sitompul uga main filn liyané ya iku Anak Ibuku, Taman Mertua Indah, dan James Bono. ","Selain Gerhana, Ruhut juga membintangi Anak Ibuku, Taman Mertua Indah, dan James Bono. ","Selain Eclipse, Ruhut juga membintangi ibuku, Park di Indah, dan James Bono."
4186,4186,"Atom super abot kang stabil iki kamungkinan gedhé iku unbiheksium, kanthi 126 proton 184 neutron. ","Atom super berat yang stabil ini kemungkinan besar adalah unbiheksium, dengan 126 proton 184 neutron. ","Atom super -besar yang stabil ini kemungkinan besar adalah unbihekium, dengan 126 proton 184 neutron."
4187,4187,"New Nightmare ugi nampilaken ing pundhi sang aktris filem A Nightmare on Elm Street, Heather Langenkamp ing donya nyata berperan dados piyambakipun nglawan penjahat ingkang sajatosipun fiktif. ","New Nightmare juga menampilkan sang aktris film A Nightmare on Elm Street, Heather Langenkamp di dunia nyata berperan sebagai dirinya sendiri melawan penjahat yang seharusnya fiktif. ","New Nightmare juga menampilkan seorang aktris mimpi buruk di Elm Street, Heather Langenkamp di dunia yang bertindak sebagai penjahat fiktif."
4188,4188,"Atom nglungguhi watara 4% dhènsitas ènèrgi total kang ana sajeroning alam semesta kadeleng, kanthi dhènsitas rata-rata watara 0,25 atom/m3. ","Atom menduduki sekitar 4% densitas energi total yang ada dalam alam semesta terpantau, dengan densitas rata-rata sekitar 0,25 atom/m3. ","Atom menempati sekitar 4% dari total kepadatan energi di alam semesta yang dipantau, dengan kepadatan rata -rata sekitar 0,25 atom/m3."
4189,4189,"Levan (sadurungé sinebut flein) ya iku salah siji jinis fruktan (polimer fruktosa) kang ngandhut unit fruktosa kang mligi diubungake déning ikatan α-2,6 glikosida (karbon 2 ing salah siji fruktosa disambungake karo karbon 6 ing fruktosa sadurungé). ","Levan (sebelumnya disebut flein) merupakan salah satu jenis fruktan (polimer fruktosa) yang mengandung unit fruktosa yang terutama dihubungkan oleh ikatan α-2,6 glikosida (karbon 2 pada salah satu fruktosa dihuungkan dengan karbon 6 pada fruktosa seelumnya). ",Levan (sebelumnya disebut FLIN) adalah jenis fruktosa (polimer fruktosa) yang mengandung unit fruktosa yang dihubungkan oleh ikatan α-2.6 glikosida (karbon 2 dalam satu fruktosa adalah keruntuhan dengan karbon 6 pada fruktosa selalu).
4190,4190,Maldini minangka tiyang angka 5 ingkang tampil kaping 100 ing Liga Champions sadanguning sajarah sesarengan kaliyan penampilanipun nglawan Glasgow Celtic ing babak angka 2 Liga Champions Éropah 2006/2007. ,Maldini adalah orang ke-5 yang tampil seratus kali di Liga Champions sepanjang sejarah seiring dengan penampilannya melawan Glasgow Celtic di babak kedua Liga Champions Eropa 2006/2007. ,Maldini adalah orang ke -5 yang tampil seratus kali di Liga Champions -sejarah bersama dengan penampilannya melawan Glasgow Celtic di babak kedua Liga Champions Eropa 2006/2007.
4191,4191,Nanging Marty banjur pindah ing sekolah asrama setingkat SMP Ellesmere College dan Concord College ing Inggris nalika taun 1981. ,"Namun, kemudian pindah ke sekolah asrama setingkat SMP Ellesmere College dan Concord College, Inggris pada tahun 1981. ","Namun, kemudian pindah ke sekolah asrama di Ellesmere College dan Concord College Middle School, Inggris pada tahun 1981."
4192,4192,"Banjur, ing awal taun 2012 tembang iki diarasemen manèh déning Trio Macan dadi tembang dangdut koplo. ","Mulai tahun 2012, pertandingan final dilangsungkan dua kali (format agregat kandang/tandang). ","Mulai tahun 2012, pertandingan terakhir dua kali (format agregat/jarak jauh)."
4193,4193,"Edisi candhakipun, dipunserat kanthi kolaborasi kaliyan putranipun, George, ing kalih jilid (1928 lan 1933). ","Edisi berikutnya, ditulis dengan kolaborasi dengan anaknya, George, dalam dua jilid (1928 dan 1933). ","Edisi berikutnya, yang ditulis dalam kerja sama putranya, George, dalam dua volume (1928 dan 1933)."
4194,4194,"Klub iki duwé markas ing Stadion Letjen H. Soedirman, Kabupatèn Bojonegoro. ","Klub ini bermarkas di Stadion Letjen H. Soedirman, Kabupaten Bojonegoro. ","Klub ini berbasis di H. Soedirman Stadium, Bojonegoro Regency."
4195,4195,Gambaran Tanuki minangka makluk ingkang gayeng nembé dipunlampahi ing jaman Edo. ,Tapi tidak mampu juga mengangkat faktor kemiskinan yang sudah mengakar lama di sini. ,Tapi itu juga tidak dapat meningkatkan faktor kemiskinan yang telah berakar sejak lama di sini.
4196,4196,"Wonten ing Otogizoshi, kempalan gancaran Jepang dipunserat nalika periode Muromachi, Tamamo-no-Mae kacariyosaken dados selir Kaisar Konoe kanthi tahta saking 1142 dumugi taun 1155. ","Dalam Otogizoshi, kumpulan prosa Jepang ditulis selama periode Muromachi, Tamamo-no-Mae diceritakan sebagai selir Kaisar Konoe yang bertahta dari tahun 1142 hingga 1155. ","Di Otogizoshi, koleksi prosa Jepang ditulis selama periode Muromachi, Tamamo-no-mae disuruh menjadi selir Konoe Caesar yang berulang dari tahun 1142 hingga 1155."
4197,4197,"Sabibaripun PD II, Lawrence nglajengaken panaliténipun ing babagan teknologi senjata nuklir lan dados pamaring pamanggih pengembangan bom hidrogen. ","Setelah PD II, Lawrence melanjutkan penelitiannya di bidang teknologi senjata nuklir dan menjadi penganjur pengembangan bom hidrogen. ","Setelah Perang Dunia II, Lawrence melanjutkan penelitiannya di bidang teknologi senjata nuklir dan ditunjuk untuk pengembangan bom hidrogen."
4198,4198,"Ing mangsa debutnya ing F3 Euroseries 2003, Rosberg namung mbetahaken menangi satunggal lomba saja inggih punika ing Sirkuit Le Mans sarta tiga kali podium ing seri Hockenheimring, Nurburgring, lan A1-Ring. ","Di musim debutnya di F3 Euroseries 2003, Rosberg hanya mampu memenangi satu lomba saja yaitu di Sirkuit Le Mans serta tiga kali podium di seri Hockenheimring, Nurburgring, dan A1-Ring. ","Selama musim debutnya di Euroseries F3 2003, Rosberg hanya bisa memenangkan satu balapan, yaitu Le Mans dan tiga podium di seri Hockenheimring, Nurburgring, dan A1 -incin."
4199,4199,1824-Simfoni No. 9 Beethoven dipunmainaken ingkang kaping sepindhah wonten ing Wina. ,1824 - Simfoni No. 9 Beethoven dimainkan untuk pertama kalinya di Wina. ,1824 - Simfoni No. 9 Beethoven dimainkan untuk pertama kalinya di Wina.
4200,4200,"Umur pitung taun, dhèwèké wiwit ngamen jogèd topeng. ","Gantar pun heran, siapa pemuda bertopeng itu? ","Terkejut, siapa pemuda di topeng itu?"
4201,4201,Angkatan Udara AS butuhaké pesawat kang luwih apik saka F-4 Phantom. ,Angkatan Udara AS membutuhkan pesawat yang lebih baik dari F-4 Phantom. ,Angkatan Udara AS membutuhkan pesawat yang lebih baik daripada F-4 Phantom.
4202,4202,1929-Bebungah Oscar ingkang kaping sapindhah dipunanugerahaken wonten ing Hollywood Roosevelt Hotèl ing Hollywood. ,1929 - Penghargaan Oscar yang pertama diberikan di Hollywood Roosevelt Hotel di Hollywood. ,1929 - Penghargaan Oscar pertama diberikan di Hollywood Roosevelt Hotel di Hollywood.
4203,4203,Kasus T. asiatica ing Provinsi punika padatanipun dipunsebabaken déning konsumsi daging babi hutan ingkang boten dipunmasak ngantos mateng. ,Kasus T. asiatica di Provinsi ini umumnya disebabkan oleh konsumsi daging babi hutan setengah matang. ,Kasus T. asiatica di wilayah ini umumnya karena penggunaan babi yang setengah matang.
4204,4204,"Brosnan tau takon marang EON Productions nalika nampa peran Bond, intine apa bakalan diidini yèn makarya ing proyek-proyek filem saliyané James Bond. ","Brosnan sempat bertanya pada EON Productions ketika ia menerima peran Bond, intinya apakah ia akan diizinkan untuk bekerja pada proyek-proyek film lain di luar James Bond. ","Brosnan telah meminta Eon Productions ketika dia menerima peran Bond, pada dasarnya apakah dia diizinkan bekerja pada proyek film lain di luar James Bond."
4205,4205,"Julius Nepos iku anak saka Nepotianus, kang kerja dadi magister militum ing Karajan Romawi Barat nalika tau 458 lan 461. ","Julius Nepos merupakan putra Nepotianus, yang bekerja sebagai magister militum di Kerajaan Romawi Barat di antara tahun 458 dan 461. ","Julius Nepos adalah putra Nepotianus, yang bekerja sebagai militum di Kerajaan Romawi Barat antara 458 dan 461."
4206,4206,"Gula ing DNA iku gula pentosa (nduwé karbon lima), ya iku 2-deoksiribosa. ","Gula pada DNA adalah gula pentosa (berkarbon lima), yaitu 2-deoksiribosa. ","Gula pada DNA adalah gula pentosa (lima karbon), yang merupakan 2-deksiribose."
4207,4207,"Brosnan iku anak tunggal saka pasangan Thomas Brosnan, pagaweyane tukang kayu, lan May Smith. ","Ia merupakan anak tunggal dari pasangan Thomas Brosnan, seorang tukang kayu, dan May Smith. ","Dia adalah satu -satunya putra Thomas Brosnan, seorang tukang kayu, dan May Smith."
4208,4208,"Karya 'tablet'ipun ""Tugelan Gunung ingDerbyshire"" lan ""Tugelan Strata lengkung anèh ing Ecton Hill"" sapunika wonten ing Museum Derby. ","Karya 'tablet'nya ""Potongan Gunung di Derbyshire"" dan ""Potongan Strata lengkung aneh di Ecton Hill"" sekarang berada di Museum Derby, juga beberapa jenis item lainnya. ","Kerjakan 'tablet' ""Potongan Gunung di Derbyshire"" dan ""Strata Strata Curved Strange di Ecton Hill"" sekarang berada di Museum Derby, serta beberapa jenis barang lainnya."
4209,4209,Gunung Suribachi (utawa Suribachiyama) wujud bentang alam sing paling dhominan ing pulo iki kanthi kadhuwuran 166 m. ,Gunung Suribachi (atau Suribachiyama) merupakan bentang alam yang paling dominan di pulau ini dengan ketinggian 166 m. ,Gunung Suribachi (atau Suribachiyama) adalah lanskap dominan pulau pada ketinggian 166 m.
4210,4210,"Rematologi, iku subspesialis èlmu lelara njero, kang konsèntrasi marang diagnosis lan terapi lelara rematik. ","Rematologi, salah satu subspesialis ilmu penyakit dalam, berkonsentrasi pada diagnosis dan terapi penyakit rematik. ","Rematologi, salah satu subspesialis kedokteran internal, berfokus pada diagnosis dan terapi penyakit rematik."
4211,4211,"Piyambakipun séda wonten ing Pengeboman Hotèl Canal sesarengan kaliyan anggota staf sanèsipun, wonten ing tanggal 19 Agustus 2003 siyang. ","Ia terbunuh dalam Pengeboman Hotel Canal bersama dengan anggota staf lainnya, pada siang 19 Agustus 2003. ","Dia terbunuh dalam pemboman Canal Hotel dengan anggota staf lainnya, pada malam 19 Agustus 2003."
4212,4212,Piyambakipun mandheg sasampuning kelas 4 SD. ,Ia berhenti setelah kelas 4 SD. ,Dia berhenti setelah sekolah dasar kelas 4.
4213,4213,"Film animasi pertama ing Toei Animation ya iku The White Snake Enchantress (Hakuja-Den, 1958), lan serial anime pertama ing studio iki ya iku Ookami Shonen Ken (1963). ","Film animasi pertama di Toei Animation adalah The White Snake Enchantress (Hakuja-Den, 1958), dan serial anime pertama di studio ini adalah Ookami Shonen Ken (1963). ","Film animasi pertama di Toei's Animation adalah White Snake Enchantress (Hakuja-Den, 1958), dan serial anime pertama di studio ini adalah Ookami Shonen Ken (1963)."
4214,4214,Koga sedang gadhah tugas dados juri acara Nodo Jiman ing wanci punika dipunlajengaken ing Yokohama. ,Koga sedang bertugas sebagai juri acara Nodo Jiman yang ketika itu dilangsungkan di Yokohama. ,Koga menjabat sebagai hakim acara Jiman Nodo kemudian diadakan di Yokohama.
4215,4215,"Nalika taun 1940 Edwin M. McMillan, kabiyantu déning Philip Abelson (lajeng editor majalah Science), ngandharaken fenomena penggabungan nuklir ingkang dipunandharaken déning Otto Hahn lan Fritz Strassmann taun 1939. ","Pada tahun 1940 Edwin M. McMillan, dibantu oleh Philip Abelson (kemudian editor majalah Science), menyatakan dan menjelaskan fenomena penggabungan nuklir yang dikemukakan oleh Otto Hahn dan Fritz Strassmann pada tahun 1939. ","Pada tahun 1940 Edwin M. Mcillan, dibantu oleh Philip Abelson (kemudian editor majalah sains), menyatakan dan menjelaskan fenomena merger nuklir yang diusulkan oleh Otto Hahn dan Fritz Strassmann pada tahun 1939."
